,clicks,time,tip
308,2,30742,False
309,0,35316,False
310,0,17224,False
311,0,39308,False
312,31,122888,True
313,12,76226,True
314,4,32417,False
315,5,72868,True
316,27,102710,True
317,0,24480,False
318,15,32647,False
319,0,124908,True
320,0,6995,False
321,6,40150,True
322,1,37786,False
323,0,24764,False
324,0,26339,False
325,1,31788,False
326,0,45174,False
327,0,117899,True
328,0,11787,False
329,0,17167,False
330,0,76815,False
331,0,32942,True
332,0,8731,False
333,55,203712,True
334,0,37428,False
335,1,25493,False
336,0,28888,True
337,0,19446,False
338,0,12474,False
339,0,52718,True
340,4,86956,True
341,0,24263,False
342,0,24082,False
343,0,6035,False
344,1,40432,True
345,0,28807,True
346,0,67807,True
347,2,75225,False
348,15,108257,True
349,17,65251,True
350,0,22112,False
351,7,20787,False
352,0,21678,False
353,22,142825,True
354,10,94782,True
355,9,30603,False
356,5,26407,False
357,0,13225,False
358,6,33494,True
359,0,31931,False
360,15,56783,False
361,0,16546,False
362,0,30793,False
363,0,23875,False
364,0,22017,True
365,12,146341,True
366,1,16824,False
367,0,54355,False
368,0,47336,False
369,0,14154,False
370,0,33669,False
371,1,15631,False
372,0,40390,False
373,0,66514,True
374,0,28251,False
375,1,74008,False
376,5,99475,True
377,31,287594,True
378,0,39148,False
379,0,12303,False
380,35,115712,True
381,3,100639,True
382,0,8938,False
383,6,17201,False
384,1,53148,False
385,29,100560,True
386,0,7103,False
387,6,77938,True
388,8,114918,True
389,0,53164,False
390,0,34314,True
391,0,10548,False
392,7,148309,True
393,0,56221,True
394,0,21550,False
395,0,15093,False
396,13,23941,False
397,12,109902,True
398,32,86981,True
399,0,120474,True
400,30,71636,True
401,0,15093,False
402,1,32372,False
403,0,10800,False
404,9,31867,True
405,0,10575,False
406,4,80383,True
407,0,11938,False
408,0,27336,False
409,82,148376,True
410,0,20650,False
411,0,46710,True
412,0,29025,False
413,0,18284,False
414,0,20792,False
415,0,9075,False
416,0,8591,False
417,0,31308,False
418,3,37689,True
419,9,74347,False
420,4,112291,True
421,30,132360,True
422,35,169993,True
423,1,144161,True
424,16,51736,True
425,0,68978,False
426,0,11341,False
427,0,13969,False
428,1,80374,True
429,0,19700,False
430,47,64039,True
431,0,14837,False
432,10,62109,True
433,1,42092,True
434,0,73200,False
435,0,17316,False
436,0,62101,False
437,0,129115,True
438,11,43726,True
439,0,57360,True
440,12,67499,True
441,26,71517,True
442,0,93209,False
443,1,48111,False
444,0,30649,False
445,0,38060,True
446,7,114873,True
447,0,36508,False
448,1,34588,True
449,0,2512,False
450,0,27501,False
451,0,22578,False
452,4,113863,True
453,4,32226,True
454,39,198441,True
455,0,13974,False
456,0,29942,False
457,8,29168,True
458,5,65254,True
459,2,30421,False
460,0,45110,True
461,2,53089,True
462,0,30002,False
463,0,39919,False
464,24,44139,True
465,2,103028,True
466,0,26351,False
467,0,28431,False
468,16,58891,True
469,66,235237,True
470,0,27162,False
471,0,17966,False
472,0,12362,False
473,16,46315,True
474,3,115093,True
475,2,40244,False
476,0,27662,True
477,0,15377,False
478,0,14167,False
479,6,59719,True
480,0,28044,False
481,0,58419,True
482,14,113433,True
483,0,23254,False
484,1,54058,False
485,0,36971,False
486,0,17599,False
487,1,31282,True
488,32,137247,True
489,18,79736,True
490,17,95542,True
491,5,94701,False
492,0,14724,False
493,1,57180,True
494,0,4919,False
495,0,65177,False
496,0,50536,True
497,0,22809,False
498,4,29454,False
499,0,17322,False
500,56,75137,True
501,0,50995,True
502,5,19839,False
503,0,60508,False
504,7,93254,True
505,0,10632,False
506,0,2545,False
507,2,42353,True
508,0,29885,False
509,26,114073,True
510,0,47679,False
511,2,38623,True
512,0,29933,False
513,0,22046,False
514,0,10889,False
515,0,17827,False
516,0,13553,False
517,2,29937,False
518,0,14802,False
519,0,10921,False
520,0,10103,False
521,2,38462,True
522,0,12687,False
523,1,15573,False
524,0,16476,True
525,0,5939,False
526,0,76501,True
527,0,15226,False
528,5,69446,True
529,0,89843,True
530,0,67370,False
531,3,94283,True
532,0,22087,False
533,0,28196,False
534,0,11879,False
535,0,9003,False
536,0,15564,False
537,0,14375,False
538,2,48628,True
539,0,117521,True
540,3,65030,True
541,2,70717,True
542,85,133480,True
543,0,41833,True
544,0,12719,False
545,0,16663,False
546,0,22268,False
547,0,31527,False
548,0,6504,False
549,31,138598,True
550,1,20606,False
551,0,22635,True
552,0,11596,False
553,1,17904,False
554,0,15769,False
555,1,74413,False
556,11,26855,False
557,0,8253,False
558,9,115153,True
559,0,15752,False
560,1,58722,True
561,0,18580,False
562,29,214641,True
563,0,26468,False
564,0,73606,True
565,31,167848,True
566,0,44220,True
567,0,51510,True
568,0,78710,True
569,0,21548,True
570,0,27163,False
571,0,16344,False
572,0,62944,True
573,0,64886,True
574,0,22444,True
575,0,90630,False
576,0,42128,True
577,16,60395,False
578,0,14391,False
579,0,16687,False
580,0,34318,True
581,0,61014,False
582,11,124849,True
583,0,15150,False
584,0,14601,False
585,40,124488,True
586,0,24877,False
587,19,95944,True
588,19,75805,True
589,0,102687,True
590,0,26055,False
591,6,65971,False
592,7,32810,True
593,0,62920,False
594,0,50672,True
595,0,25010,False
596,0,44729,True
597,0,23008,False
598,0,72470,False
599,0,16260,False
600,0,22375,False
601,1,25456,False
602,24,69892,True
603,1,19801,False
604,0,16854,False
605,2,87148,True
606,0,44780,False
607,0,24343,False
608,0,50350,False
609,3,65437,True
610,0,39954,False
611,30,22090,False
612,0,19245,False
613,0,50402,False
614,1,26916,False
615,0,44224,False
616,0,57593,True
617,0,17293,False
618,0,12779,False
619,23,42228,False
620,0,19202,False
621,0,103382,True
622,3,41400,True
623,0,24990,False
624,30,41397,True
625,8,80501,True
626,0,17520,True
627,0,17720,False
628,19,15598,False
629,26,25948,False
630,4,108196,True
631,61,40253,False
632,0,10876,False
633,77,145442,True
634,0,60042,True
635,0,18147,False
636,0,52613,False
637,0,20685,True
638,0,132304,True
639,1,87290,True
640,0,14324,False
641,6,38240,False
642,2,79459,True
643,3,42103,False
644,0,6822,False
645,0,45624,False
646,104,50927,True
647,26,110768,True
648,1,35644,False
649,0,73507,True
650,0,17866,False
651,4,24046,False
652,0,32606,True
653,0,27727,False
654,0,34993,False
655,1,45171,False
656,0,14514,False
657,0,28892,False
658,0,10001,False
659,1,31758,False
660,1,76451,True
661,0,86434,True
662,0,21779,False
663,1,26659,False
664,1,39842,False
665,0,47016,True
666,0,85682,False
667,0,45993,True
668,0,47630,False
669,0,33171,False
670,10,90095,True
671,1,71356,True
672,9,67974,False
673,0,28459,False
674,6,65577,True
675,0,22634,False
676,0,7465,False
677,0,46567,False
678,0,62863,False
679,5,40373,True
680,0,74465,True
681,7,54303,True
682,2,55071,False
683,21,116131,False
684,0,5414,False
685,2,113110,True
686,0,5624,False
687,16,130676,True
688,0,31582,False
689,0,26370,False
690,0,8854,False
691,0,9100,False
692,28,26702,False
693,0,27974,False
694,2,37671,True
695,0,36415,False
696,25,135048,True
697,0,22739,False
698,0,14530,False
699,0,17794,False
700,0,95259,True
701,0,23528,False
702,0,117160,False
703,1,52547,True
704,9,105303,True
705,42,34083,True
706,5,151910,False
707,0,21684,False
708,1,71299,True
709,4,82979,True
710,6,21651,True
711,0,16252,False
712,0,21038,False
713,1,12438,False
714,1,15752,False
715,1,78866,True
716,2,44831,True
717,0,20963,False
718,0,48191,False
719,0,22193,False
720,3,24479,False
721,4,51147,True
722,1,11747,False
723,1,62942,False
724,0,10414,False
725,2,79625,True
726,0,50603,False
727,0,58385,True
728,0,29903,False
729,9,46007,True
730,0,30073,False
731,0,5592,False
732,1,1654206,False
733,0,12183,False
734,1,17556,False
735,0,13277,False
736,0,8756,False
737,0,34221,False
738,1,36407,False
739,0,20819,False
740,0,79142,True
741,0,42479,True
742,30,191399,True
743,3,13759,False
744,1,17873,False
745,4,104113,True
746,0,9315,False
747,0,31794,False
748,18,99659,True
749,0,31828,False
750,0,21152,False
751,0,24794,False
752,1,9879,False
753,0,2216,False
754,0,38575,False
755,19,139114,True
756,1,12252,False
757,1,49633,True
758,6,99240,True
759,0,9077,False
760,0,14667,False
761,0,14742,False
762,0,65241,False
763,0,28585,False
764,0,66201,False
765,0,65531,True
766,1,68830,True
767,1,11312,True
768,8,20077,True
769,0,58646,False
770,0,11873,False
771,2,22199,True
772,0,25724,False
773,0,29751,False
774,1,57741,False
775,0,7164,False
776,1,8614,False
777,0,101770,True
778,0,33807,False
779,20,43645,True
780,0,144796,True
781,23,145954,True
782,0,11867,False
783,0,17814,False
784,0,7779,False
785,0,8401,False
786,3,41904,True
787,23,21501,False
788,0,23171,False
789,0,2287,False
790,0,27992,True
791,0,80082,False
792,0,56640,True
793,42,59800,True
794,11,52403,False
795,0,20013,False
796,4,37371,False
797,15,73307,True
798,18,10099,False
799,0,6992,False
800,0,32064,False
801,4,71311,True
802,0,23904,False
803,18,35989,True
804,0,5515,False
805,0,42236,False
806,0,25842,False
807,0,13611,False
808,0,19271,False
809,0,38863,False
810,19,76773,False
811,0,7253,False
812,5,132782,True
813,3,86200,True
814,0,19445,False
815,86,135240,True
816,0,67731,True
817,0,35701,False
818,0,16071,False
819,0,63165,False
820,0,19463,False
821,1,115524,False
822,3,98395,True
823,0,21091,False
824,23,89498,True
825,1,11650,False
826,9,62752,True
827,0,15842,False
828,0,51786,True
829,0,27432,True
830,1,43454,False
831,1,44758,False
832,0,14223,False
833,13,62743,True
834,2,70140,False
835,0,5270,False
836,1,32660,True
837,0,5406,False
838,0,19254,False
839,1,21624,False
840,0,54056,True
841,0,18892,False
842,1,39942,False
843,0,47779,False
844,0,122623,True
845,0,14097,False
846,0,142739,False
847,0,14156,False
848,1,39727,False
849,0,11024,False
850,0,5743,False
851,5,59856,True
852,0,4910,False
853,0,42300,False
854,41,79839,True
855,2,37910,False
856,0,6832,False
857,7,71045,True
858,0,55236,True
859,0,16893,False
860,0,7366,False
861,1,53446,False
862,0,10921,False
863,1,30596,False
864,0,19063,False
865,0,21959,False
866,3,19148,False
867,7,47300,True
868,0,21465,True
869,1,27825,False
870,18,189896,True
871,3,164261,True
872,1,70687,True
873,0,50067,False
874,8,143350,True
875,12,95179,True
876,2,60840,True
877,1,26692,False
878,0,7398,False
879,2,64154,True
880,0,22271,True
881,0,9120,False
882,0,26436,False
883,8,50323,True
884,0,24557,False
885,0,46277,False
886,0,59941,True
887,1,191425,True
888,33,65850,True
889,13,57770,True
890,0,8081,False
891,0,43491,False
892,17,54401,True
893,2,45302,True
894,12,52343,True
895,3,61461,True
896,0,9428,False
897,0,5595,False
898,0,10309,False
899,0,31361,False
900,1,139421,False
901,0,12271,False
902,0,41433,False
903,0,16445,False
904,0,57924,False
905,0,14682,False
906,0,67643,True
907,0,24859,True
908,3,32951,True
909,0,7973,False
910,0,21976,False
911,0,19640,False
912,0,35427,False
913,0,7851,False
914,1,12658,False
915,2,33567,True
916,1,30603,True
917,6,117155,True
918,1,98705,True
919,27,144771,False
920,0,20258,False
921,0,13341,False
922,38,45226,True
923,0,20081,False
924,6,60265,True
925,0,14901,False
926,0,5071,False
927,0,28673,False
928,1,22844,False
929,10,191757,False
930,1,78489,False
931,0,79186,False
932,0,22845,False
933,0,55162,False
934,0,9091,False
935,0,18541,False
936,0,72109,False
937,0,41969,False
938,0,27591,True
939,0,12390,False
940,0,23824,False
941,1,46711,True
942,0,32236,False
943,0,7403,False
944,0,35719,False
945,0,102478,True
946,0,7789,False
947,4,86054,True
948,0,8892,False
949,1,32345,False
950,2,66568,True
951,2,22524,False
952,18,111430,True
953,0,15505,False
954,0,9428,False
955,0,34878,False
956,0,3579,False
957,0,5694,False
958,0,37294,True
959,9,107146,True
960,0,39239,False
961,0,32260,True
962,0,54105,True
963,0,90624,True
964,0,38615,False
965,0,57393,False
966,2,15057,False
967,1,13850,False
968,0,12261,False
969,0,8855,False
970,1,25762,True
971,20,89148,True
972,0,43095,False
973,2,36496,False
974,1,72625,False
975,0,70675,True
976,1,13717,False
977,33,91855,True
978,3,22339,True
979,0,19513,False
980,2,24722,False
981,0,26275,False
982,3,89216,True
983,0,8664,False
984,3,35436,True
985,14,82972,True
986,0,22689,False
987,0,3904,False
988,0,23983,False
989,0,42666,True
990,0,17728,False
991,3,55967,True
992,0,7460,False
993,0,13537,False
994,2,44234,False
995,1,23728,False
996,0,41184,False
997,32,60708,True
998,0,11598,False
999,0,120029,True
1000,0,31714,False
1001,0,8537,False
1002,0,16263,False
1003,0,12487,False
1004,13,82350,True
1005,4,13659,False
1006,0,38601,True
1007,1,22721,False
1008,2,52253,True
1009,0,57971,False
1010,0,51576,False
1011,0,6042,False
1012,0,12514,False
1013,0,18632,False
1014,4,61995,False
1015,0,25105,False
1016,0,42211,False
1017,11,125674,True
1018,1,144925,False
1019,10,168679,True
1020,1,57917,False
1021,0,10681,False
1022,1,47097,True
1023,1,31285,False
1024,1,13754,False
1025,1,17359,False
1026,0,21043,True
1027,0,47478,False
1028,0,11858,False
1029,1,82240,False
1030,1,66422,True
1031,0,31678,True
1032,0,19640,False
1033,0,45962,False
1034,14,79491,True
1035,5,85477,True
1036,6,120589,True
1037,3,56053,True
1038,0,35323,False
1039,0,30724,False
1040,0,10413,False
1041,0,41632,True
1042,0,6984,False
1043,0,8609,False
